id,Name,PS Intelligence,PS Strength,PS Speed,PS Durability,PS Power,PS Combat,Overall PS,Gender,Race,Height,Weight,Full Name,First Appearance,Publisher,Alignment,Occupation,Base,Affiliation,Image,Year
474,Moses Magnum,75,28,12,42,55,56,268,Male,Unknown,175 Cm,72 Kg,Moses Magnum,Giant-size Spider-man #4 (1975),Marvel Comics,😈,"Terrorist, President Of Magnum Munitions; Former Ruler Of Canaan",-,"Magnum Force (leader), Agent Of Apocalypse; Former Agent Of They Who Wield Power",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/474-moses-magnum.jpg,1975.0
475,Mr Immortal,50,10,8,100,69,30,267,Male,Mutant,188 Cm,70 Kg,Craig Hollis,West Coast Avengers Vol 2 #46,Marvel Comics,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/no-portrait.jpg,
476,Mr Incredible,50,83,33,95,29,40,330,Male,Human,201 Cm,158 Kg,Robert Parr,"The Incredibles (movies, 2004)",Dark Horse Comics,😇,-,-,Incredible Family,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/476-mr-incredible.jpg,2004.0
477,Ms Marvel Ii,38,63,23,84,11,56,275,Female,Unknown,173 Cm,61 Kg,Sharon Ventura,-,She-thing,😇,"Wanderer, Former Adventurer, Wrestler, Stunt Woman, Scuba Diver, Motorcycle Performer",-,"Former Member Of The Fantastic Four, Frightful Four, Unlimited Class Wrestling Federation, Thunderiders",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/477-ms-marvel-ii.jpg,
478,Multiple Man,63,11,23,70,28,62,257,Male,Unknown,180 Cm,70 Kg,James Arthur,Giant-size Fantastic Four #4,Marvel Comics,😇,"Private Investigator (formerly) Farmer, Adventurer",New York City,"X-factor Investigations (formerly) X-factor, Fallen Angels, X-corps, X-corporation",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/478-multiple-man.jpg,
479,Mysterio,81,10,17,40,82,70,300,Male,Human,180 Cm,79 Kg,Quentin Beck,Amazing Spider-man #13 (1964),Marvel Comics,😈,Criminal; Former Hollywood Special Effects Designer And Stunt Man,"New York City, New York State (earth-1610) Formerly New York City, New York (earth-616)",None; Former Sinister Six,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/479-mysterio.jpg,1964.0
480,Mystique,75,12,23,64,64,74,312,Female,Mutant,178 Cm,54 Kg,Raven Darkholme,"(as Raven Darkholme) Ms. Marvel #16, (as Mystique) Ms. Marvel #18",Marvel Comics,😈,"Special Operative For Germany And The United States Governments, (former) German Freedom Fighter, Special Operative In The Weapon X Project Team","Arlington, Virginia","Founder And Leader Of The Third Brotherhood Of Evil Mutants, Now Known As Freedom Force; X-factor, X-men",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/480-mystique.jpg,
481,Namor,69,95,58,70,73,85,450,Male,Atlantean,188 Cm,125 Kg,Namor Mckenzie,"Motion Picture Funnies Weekly #1 (april, 1939)",Marvel Comics,😇,"King Of Atlantis, Adventurer; Former Warrior, Commando, Ceo","Ultimate Universe; Formerly New Atlantis, Utopia, San Francisco Bay, California; Atlantis; Necropolis, Wakanda; Occasionally Mobile","Cabal (founder), Invaders, Atlantis; Formerly Illuminati, X-men, Extinction Team, Phoenix Five, Defenders, Osborn's X-men, Osborn's Cabal, Avengers, All-winners Squad, Titans Three, Fantastic Four, Oracle Inc., Order, Deep Six (founder And Leader); Ally O",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/481-namor.jpg,1939.0
483,Namora,50,85,42,42,48,64,331,Female,Unknown,180 Cm,85 Kg,Aquaria Nautica Neptunia,Marvel Mystery Comics #82 (1947),Marvel Comics,😇,-,-,"Agents Of Atlas, Long-time Ally Of Namor; Monster Hunters, Invaders, All Winners Squad; At One Time Or Another Was Partnered With Fbi Agent Jimmy Woo, Sun Girl, Venus, Golden Girl, Hulk",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/483-namora.jpg,1947.0
484,Namorita,50,72,47,70,37,70,346,Female,Unknown,168 Cm,101 Kg,Namorita Prentiss,Sub-mariner Vol. 2 #50 (1972),Marvel Comics,😇,"Superhero, Formerly Leader Of Atlantis","Mobile, Formerly New Warriors Headquarters And Atlantis","Formerly Council Of Three, New Warriors, Fantastic Four, Soldiers Of Misfortune, Water Children",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/484-namorita.jpg,1972.0
485,Naruto Uzumaki,50,80,32,80,100,100,442,Male,Human,168 Cm,54 Kg,,-,Shueisha,😇,-,Konohagakure,Team 7,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/485-naruto-uzumaki.jpg,
487,Nebula,63,52,13,50,42,60,280,Female,Luphomoid,185 Cm,83 Kg,,"Avengers #257 (july, 1985)",Marvel Comics,😈,-,-,"Graces, United Front, Former Leader Of A Mercenary Band",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/487-nebula.jpg,1985.0
488,Negasonic Teenage Warhead,50,7,8,10,45,35,155,Female,Mutant,Unknown,Unknown,Ellie Phimister,New X-men #115,Marvel Comics,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/488-negasonic-teenage-warhead.jpg,
489,Nick Fury,75,11,23,42,25,100,276,Male,Human,185 Cm,99 Kg,Nicholas Joseph Fury,Sgt. Fury And His Howling Commandos #1 (1963),Marvel Comics,😇,"S.h.i.e.l.d. Director; Former S.h.i.e.l.d. Agent, Intelligence Agent, Soldier And Commando Leader, Parachuting Instructor, Stunt Flyer",-,"Secret Avengers, Shield (both Incarnations); Formerly Team Valkyrie, C.i.a., Liaison To Mi-5, O.s.s., Howling Commandos, U.s. Army",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/489-nick-fury.jpg,1963.0
490,Nightcrawler,50,10,47,14,76,80,277,Male,Unknown,175 Cm,88 Kg,Kurt Wagner,Giant-size X-men #1,Marvel Comics,😇,"Adventurer, Teacher","Xavier Institute For Higher Learning, Salem Center, Westchester County, New York (former) Muir Island, Scotland; Braddock Lighthouse","X-men, Formerly Excalibur",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/490-nightcrawler.jpg,
491,Nightwing,88,11,33,28,36,100,296,Male,Human,178 Cm,79 Kg,Dick Grayson,"As Dick Grayson And Robin) Detective Comics #38, (as Nightwing) Tales Of The Teen Titans #44, (as Batman) Batman #512",Batman Ii,😇,"Vigilante And Detective, Former Police Officer, Former Circus Acrobat","Wayne Tower, Gotham City; Formerly The Batcave; Formerly Bludhaven; Formerly New York City","Batman Family And The Jla; Formerly The Teen Titans, The New Titans, The Titans And The Outsiders",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/491-nightwing.jpg,
492,Niki Sanders,63,52,35,28,37,56,271,Female,Unknown,Unknown,Unknown,Nicole Sanders,Heroes S01e01 - Genesis,Nbc - Heroes,😇,Former Casino Worker And Online Webcam Operator; Currently An Agent Of The Company,"Las Vegas, Nv",-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/492-niki-sanders.jpg,
493,Nina Theroux,63,5,8,10,68,20,174,Female,Alpha,Unknown,Unknown,,-,Syfy,😇,-,-,Alphas,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/493-nina-theroux.jpg,
495,Northstar,50,18,83,56,65,70,342,Male,Unknown,180 Cm,83 Kg,Jean-paul Beaubier,X-men #120 (1979),Marvel Comics,😇,"Former Terrorist, Adventurer, Teacher, Businessman, Novelist, Professional Skier, Trapeze Artist, Thief",-,"None, Formerly Hydra, Xavier Institute Faculty/alpha Squadron (teacher/advisor), X-men, Alpha Flight, Front De Lib?ration Du Qu?bec/cell Combattre",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/495-northstar.jpg,1979.0
496,Nova,100,85,75,100,100,80,540,Male,Human,185 Cm,86 Kg,Richard Rider,"Nova Vol. 1 #1 (september, 1976)",Marvel Comics,😇,"Superhero, Also Works Parttime At Marvel Burger","Mobile & Xandar, Also Formerly New Warriors Headquarters","Nova Corps Formely United Front (leader), New Warriors, Champions Of Xandar, Secret Defenders, Defender For A Day",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/496-nova.jpg,1976.0
497,Nova,63,60,100,100,100,35,458,Female,Human / Cosmic,163 Cm,59 Kg,Frankie Raye,"Fantastic Four #164 (november, 1975)",Marvel Comics,😇,-,World-ship Of Galactus,"Defenders (valkyrior), Formerly Heralds Of Galactus, Fantastic Four",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/497-nova.jpg,1975.0
498,Odin,100,83,67,95,100,90,535,Male,God / Eternal,206 Cm,293 Kg,Odin Borson,Journey Into Mystery #85,Marvel Comics,😇,"Deity, Monarch Of Asgard, Asgardian God Of The Sky, Wind, Wisdom, Crafts, Time, And The Dead, Warrior","City Of Asgard, Asgard","Asgardians, Council Of Godheads",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/498-odin.jpg,
499,Offspring,50,10,35,99,100,56,350,Male,Unknown,Unknown,Unknown,Luke O'brian,-,Dc Comics,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/499-offspring.jpg,
502,One Punch Man,38,100,83,95,55,50,421,Male,Human,175 Cm,69 Kg,Saitama,"One Punch - Chapter 1, Volume 1",Shueisha,😇,"Superhero, Sensei",Z-city,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/502-one-punch-man.jpg,
503,One-above-all,100,100,100,100,100,100,600,-,Cosmic Entity,Unknown,Unknown,,Doctor Strange Vol 2 #13,Marvel Comics,😐,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/503-one-above-all.jpg,
504,Onslaught,88,100,33,100,100,55,476,Male,Mutant,305 Cm,405 Kg,Onslaught,"X-man Vol 1 #15 (may, 1996)",Marvel Comics,😈,Would-be Destroyer,"Central Park Citadel, Astral Fortress",-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/504-onslaught.jpg,1996.0
505,Oracle,75,11,23,28,19,76,232,Female,Human,178 Cm,59 Kg,Barbara Gordon,Suicide Squad #23 (jan.1989),Batgirl,😇,Computer Hacker And Coordinator Of The Birds Of Prey; Former Student; Former Librarian; Former Vigilante,"Metropolis, Formerly Gotham City","Birds Of Prey, Batman Family, Seven Soldiers Of Victory, Suicide Squad, Justice League",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/505-oracle.jpg,1989.0
506,Osiris,75,85,60,95,65,42,422,Male,Unknown,Unknown,Unknown,Amon Tomaz,-,Dc Comics,😇,-,"Shiruta, Kahndaq",-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/506-osiris.jpg,
508,Ozymandias,100,18,33,20,49,95,315,Male,Human,Unknown,Unknown,Adrian Veidt,Watchmen #1,Dc Comics,😈,-,-,Formerly The Crimebusters,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/508-ozymandias.jpg,
509,Parademon,9,28,17,50,53,25,182,-,Parademon,Unknown,Unknown,,New Gods #1,Dc Comics,😈,-,-,Darkseid,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/509-parademon.jpg,
510,Paul Blart,8,11,21,50,7,5,102,Male,Human,170 Cm,117 Kg,Paul Blart,-,Sony Pictures,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/510-paul-blart.jpg,
514,Penguin,75,10,12,28,30,45,200,Male,Human,157 Cm,79 Kg,Oswald Chesterfield Cobblepot,"Detective Comics #58 (december, 1941)",Dc Comics,😈,Trader,Gotham City,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/514-penguin.jpg,1941.0
516,Phantom Girl,38,10,23,28,53,42,194,Female,Unknown,168 Cm,54 Kg,Tinya Wazzo,Teen Titans/legion Special #1 (2004),Dc Comics,😇,-,"United Planets, Bgztl",-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/516-phantom-girl.jpg,2004.0
517,Phoenix,100,100,83,100,100,80,563,Female,Mutant,168 Cm,52 Kg,Jean Grey,"X-men #1 (september, 1963)",Jean Grey,😇,Adventurer,"Xavier Institute Of Higher Learning, Westchester County, New York","Formerly X-men (founding Member); Clan Rebellion, Muir Island X-men; X-factor/x-terminators (founding Member); Brides Of Set",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/517-phoenix.jpg,1963.0
518,Plantman,63,60,25,55,61,25,289,Male,Mutant,183 Cm,87 Kg,Samuel Smithers,"Strange Tales #113 (october, 1963)",Marvel Comics,😈,"Professional Criminal, Formerly Gardner","A Submarine Somewhere In The Atlantic Ocean, Formerly London, United Kingdom","Formerly Thunderbolts (as Blackheath), Crime Wave, Defenders (villains) , New Enforcers, Former Associate Of The Maggia Under Count Nefaria, Ally Of Wizard.",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/518-plantman.jpg,1963.0
520,Plastic Man,50,63,23,100,100,56,392,Male,Human,185 Cm,80 Kg,Patrick O'brian,"Police Comics #1 (august, 1941)",Dc Comics,😇,Government Agent,-,The Fbi; Formerly The Justice League Of America; The All-star Squadron And The Freedom Fighters,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/520-plastic-man.jpg,1941.0
521,Plastique,50,10,23,28,60,42,213,Female,Unknown,168 Cm,55 Kg,Bette Sans Souci,Fury Of Firestorm #7,Dc Comics,😈,"Government Agent, Former Terrorist, Mercenary","Mobile; Formerly Quebec, Canada","Suicide Squad, Formerly Bomb Squad, Extreme Justice",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/521-plastique.jpg,
522,Poison Ivy,81,14,21,40,100,40,296,Female,Human,168 Cm,50 Kg,Pamela Isley,Batman #181 (june 1966),Dc Comics,😈,"Criminal, Botanist",Gotham City,"Formerly Injustice Gang, Suicide Squad, Harley Quinn, Secret Society Of Super Villains, Joker League Of Anarchy",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/522-poison-ivy.jpg,1966.0
523,Polaris,63,73,42,50,100,45,373,Female,Mutant,170 Cm,52 Kg,Lorna Dane,"X-men #49 (october, 1968)",Marvel Comics,😇,"Adventurer, Former U.s. Government Operative, Former Graduate Student In Geophysics","Serval Industries, Virginia; Formerly X-factor Investigations Headquarters, Starjammer; Xavier Institute For Higher Learning, Salem Center, Westchester County, New York; Genosha; X-factor Hq, Washington D.c., Maryland; Mutant Research Center, Muir Island;","X-factor (serval Industries); Formerly X-factor Investigations, Starjammers, X-men, Horsemen Of Apocalypse, Genoshan Cabinet, X-factor (government), The Twelve, Acolytes, Muir Island X-men, Defenders For A Day, Marauders (possessed By Malice)",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/523-polaris.jpg,1968.0
524,Power Girl,94,100,100,100,100,75,569,Female,Kryptonian,180 Cm,81 Kg,Kara Zor-l,All-star Comics #58 (january/february 1976),Dc Comics,😇,-,-,"Justice Society Of America, Justice League Europe, Infinity, Inc., Sovereign Seven",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/524-power-girl.jpg,1976.0
526,Predator,63,30,25,85,100,90,393,Male,Yautja,213 Cm,234 Kg,Yautja,Predator (1987),Dark Horse Comics,😈,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/526-predator.jpg,1987.0
527,Professor X,100,8,12,14,100,32,266,Male,Mutant,183 Cm,86 Kg,Charles Francis Xavier,"X-men #1 (september, 1963)",Marvel Comics,😇,"Mutant Leader, Mutant Rights Activist, Geneticist, Teacher, Adventurer, Heir, Formerly Headmaster, Soldier (us Army)","Formerly Utopia, San Francisco Bay, California; Genosha; Xavier Institute, Salem Center, Westchester County, New York; Imperial Palace, Chandilar, Shi'ar Empire; Columbia University, Manhattan, New York City, New York","Formerly X-men (founder; Formerly Teacher & Leader), Illuminati, Genoshan Excalibur, Brotherhood Of Evil Mutants (leader), Cadre K, Generation X (founder), Starjammers, The Twelve, New Mutants (founder, Teacher & Leader), United States Army, X-corporation",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/527-professor-x.jpg,1963.0
528,Professor Zoom,94,10,100,20,83,20,327,Male,Human,180 Cm,81 Kg,Eobard Thawne,"Flash #139 (september, 1963)",Dc Comics,😈,-,"Central Cityplex, 25th Century","Formerly Secret Society Of Super-villains, Black Lantern Corps, White Lantern Corps",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/528-professor-zoom.jpg,1963.0
529,Psylocke,63,33,25,40,100,90,351,Female,Mutant,180 Cm,70 Kg,Elizabeth Braddock,"Captain Britain #8 (december, 1976) / New Mutants Annual #2 (october, 1986) (us)",Marvel Comics,😇,"Adventurer, Formerly A Strike Operative, Fashion Model","Xavier Institute, Salem Center, Westchester County, New York Formerly Braddock Manor, United Kingdom; Australian Outback","X-men, Formerly Agent Of S.t.r.i.k.e., Ally Of R.c.x., Partner Of Captain U.k.",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/529-psylocke.jpg,1976.0
530,Punisher,69,16,21,45,42,100,293,Male,Human,183 Cm,90 Kg,Frank Castle,Amazing Spider-man #129,Marvel Comics,😇,Former United States Marine Turned Professional Vigilante,"Mobile, Usually In New York City","None; Formerly Secret Avengers, Daredevil's Unnamed Super-hero Team, Green Berets, U.s. Marine Corps",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/530-punisher.jpg,
531,Purple Man,56,10,8,30,92,10,206,Male,Human,180 Cm,74 Kg,Zebediah Killgrave,"Daredevil #4 (october, 1964)",Marvel Comics,😈,"Professional Criminal, Megalomaniac, Former Spy","New York City, New York, Usa; Formerly Canada, Croatia, Formerly Yugoslavia","Formerly Purple Children (leader And Father), Villains For Hire, Hood's Gang, Partner Of Electro, His Own Band Of Criminals",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/531-purple-man.jpg,1964.0
532,Pyro,38,10,12,14,54,28,156,Male,Unknown,178 Cm,68 Kg,St. John Allerdyce,-,Marvel Comics,😈,"Former Government Agent, Terrorist, Bodyguard, Novelist, Journalist",-,"Formerly Freedom Force, Brotherhood Of Evil Mutants",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/532-pyro.jpg,
533,Q,100,12,17,100,100,40,369,Male,God / Eternal,Unknown,Unknown,Q,-,Star Trek,😐,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/533-q.jpg,
535,Question,81,14,27,35,20,80,257,Male,Human,188 Cm,83 Kg,Charles Victor Szasz,"Blue Beetle (charlton) Vol 4 #1 (june, 1967)",Dc Comics,😇,Former Television Investigative Journalist,"Hub City; Chicago, Gotham City, Metropolis","Formerly L.a.w., Jla, Black Lantern Corps",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/535-question.jpg,1967.0
536,Quicksilver,63,28,100,60,81,56,388,Male,Mutant,183 Cm,79 Kg,Pietro Django Maximoff,X-men Vol. 1 #4,Marvel Comics,😇,"(current) Adventurer, (former) Terrorist, Officer Of The Inhumans Militia, United States Government Operative","Currently A Castle On The Hudson River In Upstate New York That Is Owned By The High Evolutionary; (former) Transia; Avengers Mansion, Manhattan; Avengers Compound, Palos Verdes, California; X-factor Headquarters, Washington D. C.","Avengers, Unofficial Member Of The Royal Family Of The Inhumans, (former) Brotherhood Of Evil Mutants I, X-factor Ii",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/536-quicksilver.jpg,
537,Quill,38,10,12,14,23,14,111,Male,Unknown,163 Cm,56 Kg,Maxwell Jordan,New X-men: Academy X #1,Marvel Comics,😇,-,X-mansion,Corsairs,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/537-quill.jpg,
538,Ra's Al Ghul,100,28,32,42,27,100,329,Male,Human,193 Cm,97 Kg,Ra's Al Ghul,"Batman #232 (june, 1971)",Dc Comics,😈,"Eco Terrorist, Businessman, Cult Leader",Mobile,League Of Assassins,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/538-ras-al-ghul.jpg,1971.0
539,Rachel Pirzad,63,4,8,10,52,10,147,Female,Alpha,Unknown,Unknown,,-,Syfy,😇,-,-,Alphas,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/539-rachel-pirzad.jpg,
540,Rambo,63,14,25,30,30,100,262,Male,Human,178 Cm,83 Kg,John Rambo,"First Blood (novel, 1972)",Unknown,😇,United States Army Soldier (former),-,United States Army (former),Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/540-rambo.jpg,1972.0
541,Raphael,63,17,50,65,59,80,334,Male,Mutant,Unknown,Unknown,,Teenage Mutant Ninja Turtles #1,Idw Publishing,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/541-raphael.jpg,
542,Raven,50,10,29,70,84,40,283,Female,Human,165 Cm,50 Kg,Rachel Roth,"Dc Comics Presents #26 (october, 1980)",Dc Comics,😐,"Adventurer, High School Student",-,"Teen Titans, Formerly Sentinels Of Magic",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/542-raven.jpg,1980.0
543,Ray,50,10,92,100,100,20,372,Male,Human,178 Cm,70 Kg,Ray Terrill,Ray #1,Dc Comics,😇,Freelance Computer Programmer And Software Designer,"Philadelphia, Pennsylvania","Freedom Fighters, Formerly Justice League Of America, Justice League Task Force, Young Justice, Jsa Reserves, Forgotten Heroes, Justice League Internationa",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/543-ray.jpg,
545,Red Arrow,63,16,25,20,23,80,227,Male,Human,180 Cm,83 Kg,Roy Harper,(as Speedy) More Fun Comics # 73(nov. 1941); (as Arsenal) The New Titans # 99 (july 1993); (as Red Arrow) Justice League Of America Vol. 2 # 7 (may 2007),Dc Comics,😇,Adventurer; Intelligence Agent; Musician,"The Hall & Jla Watchtower; New York City; Formerly Titans Tower, Station Markovia, And Gabriel's Horn","Titans, Justice League Of America, Formerly Outsiders, Teen Titans, Checkmate, Central Bureau Of Investigations",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/545-red-arrow.jpg,1941.0
546,Red Hood,75,12,23,28,35,95,268,Male,Human,183 Cm,81 Kg,Jason Todd,Batman #635,Robin Ii,😐,"Mercenary, Vigilante",-,"Formerly Batman Family, Teen Titans",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/546-red-hood.jpg,
